8 136 606 455;Численность населения
4 105 367 033;Численность мужского населения (50.5%)
4 031 239 422;Численность женского населения (49.5%)
138 532 547;Рождено в этом году
342 887;Рождено сегодня
54 119 423;Умерло в этом году
133 953;Умерло сегодня
0;Мигрировало в этом году
0;Мигрировало сегодня
84 413 123;Рост численности населения в этом году
208 934;Рост численности населения сегодня
